rt_time,smiles
402.0,COc1nc(=NC(C)C)[nH]c(=NC(C)C)[nH]1
510.0,CSc1nc(=NC(C)C)[nH]c(=NC(C)C)[nH]1
414.0,Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl
522.0,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC
396.0,CCN=C(O)C(C)OC(O)=Nc1ccccc1
162.0,N=c1[nH]c2ccccc2[nH]1
564.0,CC1(C)CON(Cc2ccccc2Cl)C1=O
552.0,CCOC(O)=Nc1cccc(OC(O)=Nc2ccccc2)c1
564.0,CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1
654.0,CC(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)C(=O)O
564.0,Cc1cc(C2CC2)nc(Nc2ccccc2)n1
414.0,O=C1CC(C(=O)O)CC(=O)C1=C(O)C1CC1
534.0,CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1
750.0,CON=C(C(=O)OC)c1ccccc1COc1ccccc1C
144.0,COC(O)=NS(=O)(=O)c1ccc(N)cc1
342.0,CCN=c1nc(OC)[nH]c(=NC(C)C)[nH]1
600.0,CON(C)C(O)=Nc1ccc(Cl)c(Cl)c1
402.0,CN(C)C(=O)Nc1ccc(Cl)cc1
642.0,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2
840.0,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
264.0,c1ccc2[nH]nnc2c1
348.0,Cc1ccc2nn[nH]c2c1
120.0,CC(C)NCC(O)COc1ccc(CC(=N)O)cc1
96.0,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
396.0,CC(C)NCC(O)COc1cccc2ccccc12
306.0,COCCc1ccc(OCC(O)CNC(C)C)cc1
132.0,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
234.0,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
342.0,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
168.0,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
486.0,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC
510.0,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O
354.0,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O
582.0,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O
606.0,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O
468.0,N=C(O)N1c2ccccc2C=Cc2ccccc21
324.0,CCC1(c2ccccc2)C(O)=NCN=C1O
114.0,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
126.0,Cc1ncc([N+](=O)[O-])n1CCO
228.0,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC
768.0,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
612.0,COc1ccc2cc(C(C)C(=O)O)ccc2c1
816.0,CC(C)Cc1ccc(C(C)C(=O)O)cc1
600.0,CC(C)(Oc1ccc(Cl)cc1)C(=O)O
576.0,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
774.0,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
870.0,Cc1cccc(Nc2ccccc2C(=O)O)c1C
636.0,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O
786.0,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1
516.0,CCN(CC)C(=O)c1cccc(C)c1
726.0,COc1ccc(C(=O)c2ccccc2)c(O)c1
96.0,CC(=O)N(CC(O)CO)c1c(I)c(C(O)=NCC(O)CO)c(I)c(C(O)=NCC(O)CO)c1I
264.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
174.0,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
222.0,CC(O)=Nc1c(C)n(C)n(-c2ccccc2)c1=O
96.0,CC(O)=Nc1c(I)c(N=C(C)O)c(I)c(C(=O)O)c1I
96.0,CN(C(=O)CO)c1c(I)c(C(O)=NCC(O)CO)c(I)c(C(O)=NCC(O)CO)c1I
72.0,CC(O)C(O)=Nc1c(I)c(C(O)=NC(CO)CO)c(I)c(C(O)=NC(CO)CO)c1I
162.0,COCC(O)=Nc1c(I)c(C(=O)N(C)CC(O)CO)c(I)c(C(O)=NCC(O)CO)c1I
132.0,CC(O)=Nc1ccc(O)cc1
378.0,COc1cc(OC)nc(NS(=O)(=O)c2ccc(N=C(C)O)cc2)n1
270.0,CC(O)=Nc1ccc(S(=O)(=O)Nc2nc(C)cc(C)n2)cc1
216.0,CC(O)=Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
245.99999999999997,CC(O)=Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
450.0,CC(C)N1C(=O)c2ccccc2NS1(=O)=O
600.0,COCC(C)N(C(=O)CCl)c1c(C)csc1C
702.0,CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C
780.0,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
372.0,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1
450.0,COCC(C)N(C(=O)C(=O)O)c1c(C)csc1C
402.0,COCC(C)N(C(=O)CS(=O)(=O)O)c1c(C)csc1C
570.0,Cc1cc(Cl)ccc1OCC(=O)O
414.0,CCN=c1nc(Cl)[nH]c(=NCC)[nH]1
558.0,CCc1cccc(C)c1N(C(=O)C(=O)O)C(C)COC
420.0,CCC(C)n1c(O)nc(C)c(Br)c1=O
546.0,O=C(O)COc1ccc(Cl)cc1Cl
708.0,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC
510.0,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl
642.0,CC(Oc1ccc(Cl)cc1Cl)C(=O)O
491.99999999999994,Cc1ccc(N=C(O)N(C)C)cc1Cl
702.0,CCc1cccc(CC)c1N(COC)C(=O)CCl
420.0,COc1c(Cl)ccc(Cl)c1C(=O)O
270.0,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
84.0,CC(C)N=c1[nH]c(O)nc(=N)[nH]1
264.0,CCN=c1nc(O)[nH]c(=NC(C)C)[nH]1
222.0,Cn1sc(Cl)cc1=O
402.0,CSc1nc(=N)nc(NC(C)(C)C)[nH]1
606.0,CCN=c1nc(Cl)nc(NC(C)(C)C)[nH]1
480.0,CC(C)c1ccc(NC(=N)O)cc1
522.0,CC(C)c1ccc(NC(=O)N(C)C)cc1
258.0,CCN=c1[nH]c(Cl)nc(=N)[nH]1
498.00000000000006,CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1
498.00000000000006,N=C(O)Nc1ccc(Cl)c(Cl)c1
408.0,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1
534.0,CN(C)C(O)=Nc1ccc(Cl)c(Cl)c1
780.0,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1
510.0,CN=C(O)Nc1ccc(Cl)c(Cl)c1
378.0,CN(C)S(=O)(=O)Nc1ccccc1
276.0,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
330.0,CC(O)=Nc1ccc(S(=O)(=O)Nc2cc(C)on2)cc1
696.0,CCCCCCCCn1sccc1=O
306.0,Oc1nsc2ccccc12
552.0,CSc1nc(=NC2CC2)nc(NC(C)(C)C)[nH]1
240.0,Cn1c(=O)c2c(ncn2C)n(C)c1=O
516.0,CN=C(O)Nc1ccc(C(C)C)cc1
504.0,CCCCN=C(O)OCC#CI
510.0,CCN=c1nc(NC(C)(C)C)[nH]c(SC)n1
648.0,Cc1cc(Cl)ccc1OC(C)C(=O)O
336.0,CC(C)N=c1[nH]c(Cl)nc(=N)[nH]1
588.0,OCc1cccc(Oc2ccccc2)c1
690.0,O=C(O)c1cccc(Oc2ccccc2)c1
768.0,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1
318.0,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
528.0,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
270.0,CN=CNc1ccc(C)cc1C
552.0,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
942.0,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
756.0,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O
276.0,Cc1cc(=O)n(-c2ccccc2)n1C
450.0,Cc1ccc(NS(=O)(=O)N(C)C)cc1
66.0,CN(C)S(N)(=O)=O
78.0,CC(O)=Nc1c(I)c(C(=O)O)c(I)c(C(O)=NCCO)c1I
396.0,c1ccc2scnc2c1
918.0,CCCCCCCCn1sc(Cl)c(Cl)c1=O
402.0,CCN=c1nc(NC(C)(C)C)[nH]c(OC)n1
336.0,CCN=c1nc(O)[nH]c(NC(C)(C)C)n1
468.0,CCc1cccc(C)c1N(C(=O)CS(=O)(=O)O)C(C)COC
192.0,COCCOCCOC
396.0,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC
372.0,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
54.0,Nc1ccc(S(=O)(=O)O)cc1
312.0,O=S(=O)(O)c1ccc2ccccc2c1
72.0,O=S(=O)(O)c1ccc2ccc(S(=O)(=O)O)cc2c1
402.0,CCCC1CC(C(O)=NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1
420.0,CCOC(=O)C1=CC(OC(CC)CC)C(N=C(C)O)C(N)C1
306.0,CCC(CC)OC1C=C(C(=O)O)CC(N)C1N=C(C)O
882.0,CC1COC(=O)c2cc3c(cc21)C(C)(C)C(C)C3(C)C
606.0,C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12
360.0,CC(C)N(C(=O)CS(=O)(=O)O)c1ccc(F)cc1
372.0,CC(C)N(C(=O)C(=O)O)c1ccc(F)cc1
354.0,CC(C)N(C(=O)CS(=O)(=O)O)c1ccccc1
336.0,CC(C)N(C(=O)C(=O)O)c1ccccc1
294.0,CCN=c1nc(OC)[nH]c(=NCC)[nH]1
210.0,CCN=c1nc(O)[nH]c(=NCC)[nH]1
402.0,CCN=c1nc(OC)[nH]c(=NC(C)CC)[nH]1
588.0,CCN=c1nc(Cl)[nH]c(=NC(C)CC)[nH]1
456.0,CC(C)(C)Nc1nc(Cl)nc(=N)[nH]1
174.0,CC(C)(C)Nc1nc(=N)nc(O)[nH]1
534.0,Oc1ccc(C(F)(F)F)cc1
438.0,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
228.0,CC(C)NCC(O)COc1ccc(CC(=O)O)cc1
78.0,Nc1cnnc(O)c1Cl
132.0,Cn1ncc(N)c(Cl)c1=O
690.0,CCOCCN(C(=O)CCl)C(=C(C)C)c1ccccc1
282.0,O=C(O)C(c1ccccc1)C1CCCCN1
156.0,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
264.0,OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl
822.0,CCc1cc(C)cc(CC)c1-c1c(OC(=O)C(C)(C)C)n2n(c1=O)CCOCC2
330.0,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CS(=O)(=O)O
330.0,Cc1cccc(C)c1N(Cn1cccn1)C(=O)C(=O)O
546.0,COCCN(C(=O)CCl)c1c(C)cccc1C
516.0,CC(C)N(C(=O)CCl)c1ccccc1
702.0,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1
438.0,O=C(O)c1cc(Br)c(O)c(Br)c1
156.0,Cc1c(N)c(=O)n(-c2ccccc2)n1C
378.0,N=C(O)N1c2ccccc2C2OC2c2ccccc21
660.0,C1=Cc2ccccc2Nc2ccccc21
378.0,CNCC(c1ccc(OC)cc1)C1(O)CCCCC1
222.0,Cc1c(N=CO)c(=O)n(-c2ccccc2)n1C
288.0,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1
354.0,COCCN(C(=O)CS(=O)(=O)O)c1c(C)cccc1C
396.0,COCCN(C(=O)C(=O)O)c1c(C)cccc1C
48.0,CN(C)C(=N)NC(=N)N
312.0,CC1(C)CC1C(O)=NC(=CCCCCSCC(N)C(=O)O)C(=O)O
216.0,NCC1(CC(=O)O)CCCCC1
180.0,CCC(C(=N)O)N1CCCC1=O
60.0,Oc1ncc(F)c(O)n1
294.0,COc1cccc(C2(O)CCCCC2CN(C)C)c1
252.0,CCN(CC)CC(O)=Nc1c(C)cccc1C
378.0,O=P1(N(CCCl)CCCl)NCCCO1
816.0,CC(C)c1nc(CN(C)C(O)=NC(C(O)=NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)N=C(O)OCc2cncs2)C(C)C)cs1
672.0,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C
408.0,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
60.0,N=c1ccn(C2OC(CO)C(O)C2(F)F)c(O)n1
132.0,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
570.0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
552.0,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12
606.0,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
378.0,CNCCCC(C#N)(c1ccc(OC)c(OC)c1)C(C)C
102.0,O=c1nc(O)ccn1C1OC(CO)C(O)C1(F)F
294.0,CNCC(c1ccc(O)cc1)C1(O)CCCCC1
378.0,COc1ccc(C(CN)C2(O)CCCCC2)cc1
756.0,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F
810.0,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)(=O)C(F)(F)F
780.0,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1SC(F)(F)F
750.0,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1C(F)(F)F
60.0,N=C(O)Cc1ccc(OCC(O)CN)cc1
270.0,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
324.0,N=c1nnc(-c2cccc(Cl)c2Cl)c(N)[nH]1
498.00000000000006,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC
378.0,O=P1(NCCCl)OCCCN1CCCl
366.0,N=C(O)N1c2ccccc2C(O)C(O)c2ccccc21
582.0,Oc1nc(Cl)c(Cl)cc1Cl
570.0,CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1
204.0,Cc1cc(O)nc(C(C)C)n1
312.0,CC(=O)N(C)N(C(=O)C(=O)N(C)C)c1ccccc1
288.0,O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1
714.0,Cc1cc(Cl)ccc1OCCCC(=O)O
300.0,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C
456.0,Cc1cc(C)nc(Nc2ccccc2)n1
306.0,O=C(O)C(F)(F)C(F)(F)C(F)(F)F
438.0,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
558.0,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
666.0,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
756.0,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
834.0,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
912.0,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
978.0,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1026.0,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
816.0,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
966.0000000000001,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
528.0,COC=C(C(=O)O)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1
48.0,CNC(=C[N+](=O)[O-])NCCS(=O)Cc1ccc(CN(C)C)o1
144.0,CNC(=C[N+](=O)[O-])NCCSCc1ccc(C[N+](C)(C)[O-])o1
486.0,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1
648.0,COc1nc(C(F)(F)F)nc(=NC(O)=NS(=O)(=O)c2ccccc2C(F)(F)F)[nH]1
594.0,CC(C)N=c1nc(Cl)[nH]c(=NC(C)C)[nH]1
540.0,CCCC(C)C1(CC)C(O)=NC(=S)N=C1O
540.0,OC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
66.0,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5
90.0,CC1=CC(O)=NS(=O)(=O)O1
174.0,CNC(C)C(O)c1ccccc1
396.0,CCN=c1nc(Cl)nc(NC(C)(C)C#N)[nH]1
312.0,CN=C(O)CSP(=S)(OC)OC
288.0,COC(=O)C(Cc1ccccc1)N=C(O)C(N)CC(=O)O
558.0,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
552.0,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
378.0,CCCCc1ncc(C=C(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1
468.0,COc1cc(OC)nc(N=C(O)NS(=O)(=O)c2cc(N=CO)ccc2C(=O)N(C)C)n1
804.0,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1
168.0,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341
258.0,CCN(CC)CCN=C(O)c1cc(Cl)c(N)cc1OC
576.0,CCC(CO)NCCNC(CC)CO
480.0,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
624.0,CCCCCCCCCC[N+](C)(C)[O-]
606.0,CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1
552.0,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O
348.0,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
558.0,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
552.0,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
594.0,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2
594.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(O)=Nc1ccc(C#N)c(C(F)(F)F)c1
744.0,CC(C)c1c(C(O)=Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O
216.0,O=S(=O)(O)NC1CCCCC1
432.0,COc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)cc2O)cc1O
540.0,COC(=O)C(Cc1ccccc1)N=C(O)C(CC(=O)O)NCCC(C)(C)C
150.0,O=S1(=O)N=C(O)c2ccccc21
300.0,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C
312.0,Clc1cccc(N2CCNCC2)c1
354.0,FC(F)(F)c1cccc(N2CCNCC2)c1
72.0,c1ccc(CN2CCNCC2)cc1
516.0,CN(C)CCC=C1c2ccccc2CCc2ccccc21
210.0,CC(N)Cc1ccccc1
276.0,CN1C2CCC1C(C(=O)O)C(OC(=O)c1ccccc1)C2
396.0,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3
390.0,CC=C1N(C)C(C)CC1(c1ccccc1)c1ccccc1
276.0,CNC1(c2ccccc2Cl)CCCCC1=O
258.0,CNC(C)C(=O)c1ccc(C)cc1
504.0,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
222.0,CNC(C)Cc1ccccc1
186.0,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5
384.0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
480.0,CNCCC(Oc1ccccc1C)c1ccccc1
60.0,CC(O)=NCCCS(=O)(=O)O
120.0,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
228.0,CCN1CCCC1CN=C(O)c1cc(S(=O)(=O)CC)c(N)cc1OC
342.0,O=C(O)C(c1ccccc1Cl)N1CCc2sccc2C1
690.0,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1
174.0,c1ccc(C2CN3CCSC3=N2)cc1
552.0,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21
522.0,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21
312.0,CC(=O)OC1C(C)OC(n2cc(F)c(=N)nc2O)C1OC(C)=O
96.0,CN(CC(O)CO)C(=O)c1c(I)c(N=C(O)C(CO)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I
396.0,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
612.0,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12
312.0,NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F
954.0,O=C(O)CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
990.0,CN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1013.9999999999999,CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1086.0,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1224.0,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
726.0,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
882.0,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
966.0000000000001,OC(=Nc1cc(Cl)c(F)c(Cl)c1F)N=C(O)c1c(F)cccc1F
294.0,CN=C(NCc1cnc(Cl)s1)N[N+](=O)[O-]
846.0,CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1
654.0,COc1cccc(C(O)=NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C
684.0,Cc1ccc(C(C)N=C(O)C(N=C(O)OC(C)C)C(C)C)cc1
624.0,CN=C(O)Oc1cc(C)c(SC)c(C)c1
630.0,OC(=Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl
